district,superset_district_iso,geojson_geometry
Kamwenge,UG-413,"{""type"":""Polygon"",""coordinates"":[[[30.428148228358054,0.541207587260317],[30.464486652237213,0.512224988192656],[30.47651366007733,0.469271388763559],[30.49197695587179,0.445217373083267],[30.523749626943697,0.430826728370789],[30.523956333418027,0.397133694464401],[30.535841912973865,0.361787014159347],[30.538529087247582,0.323598130849064],[30.55039385109535,0.297456991047284],[30.576166010752786,0.300893279001627],[30.631146618022,0.32494729468192],[30.67925464938253,0.355873886270842],[30.718771960857282,0.395391197745596],[30.75313484040055,0.409136349562857],[30.780625144035128,0.419445213425831],[30.809833591646907,0.410854493540057],[30.8338876073272,0.402263773654226],[30.862728609038072,0.412878639037956],[30.883713782664927,0.414290781494344],[30.90776779834522,0.412572637517201],[30.919794806185337,0.398827485699883],[30.918076662208193,0.359310174225129],[30.902613366413732,0.338692446499181],[30.91464037425385,0.312920286841745],[30.919794806185337,0.283711839229966],[30.909485942322362,0.264812255481218],[30.873404918801953,0.25793967957253],[30.861377910961778,0.242476383778069],[30.852787191076004,0.18577763253171],[30.80639730369262,0.18577763253171],[30.725644536765913,0.18577763253171],[30.68784536926836,0.184059488554567],[30.64409660367528,0.163416655354354],[30.59334745052439,0.144542177079813],[30.558984570981124,0.127360737308152],[30.505042758916147,0.114101874102175],[30.47486372158346,0.100355943471982],[30.428405628716746,0.019117666746922],[30.400688756181125,-0.028337338097685],[30.415849236752877,-0.063820082231018],[30.42763146262189,-0.120819187255677],[30.446441685235584,-0.13322153074904],[30.464115025388082,-0.155907485142336],[30.439723748652057,-0.162883803244938],[30.41646935437717,-0.172754001196211],[30.38887413942996,-0.164640801531789],[30.306708612212674,-0.127692152570773],[30.278389926853606,-0.122214451235948],[30.249657831243894,-0.119889011268867],[30.197981397923172,-0.097668144868976],[30.201805453758652,-0.08815968212366],[30.206559685581,-0.079271335203941],[30.23592694357359,0.132018988985124],[30.268709942709677,0.263489317677852],[30.293272739045676,0.246083481767243],[30.361795689319592,0.227634996158145],[30.379055617422807,0.310885728093865],[30.389184197792474,0.370778712967194],[30.386497022619494,0.396720282415117],[30.365619745155072,0.423385321375463],[30.380502557347143,0.454597887482521],[30.379779086935287,0.46999746271274],[30.376265090361585,0.485345363797478],[30.390941196079325,0.51009837484014],[30.416055943227207,0.528598538192],[30.428148228358054,0.541207587260317]]]}"
Kanungu,UG-414,"{""type"":""Polygon"",""coordinates"":[[[29.55151757200008,-0.990305308999964],[29.556521037000095,-0.981799417999881],[29.56034509300008,-0.972084247999945],[29.559156535000056,-0.95730478899992],[29.55528080200014,-0.938494567999911],[29.554660686000148,-0.928572691999918],[29.556004273000042,-0.919477640999943],[29.56716638200004,-0.90190765399997],[29.596725301000106,-0.891882425999952],[29.607990764000135,-0.878446553999908],[29.61078129100008,-0.863977152999965],[29.61336511200011,-0.80382578499993],[29.611091349000105,-0.782741799999897],[29.602203003000056,-0.743777770999912],[29.603029826000125,-0.722900491999937],[29.615535522000073,-0.644145608999935],[29.618842814000118,-0.638977965999928],[29.62442386800012,-0.634843851999918],[29.629281453000146,-0.629779560999935],[29.6305733640001,-0.622028095999923],[29.62824792500004,-0.616033629999905],[29.62049646000014,-0.605388284999904],[29.618842814000118,-0.599393818999971],[29.622873576000075,-0.588438414999899],[29.632175334000124,-0.585751240999883],[29.642820679000124,-0.585027770999972],[29.650882202000105,-0.579550068999893],[29.653052612000067,-0.565597431999905],[29.64974532000008,-0.504309182999947],[29.64509444200013,-0.488909606999954],[29.634614925000108,-0.466968118999944],[29.631865275000052,-0.461211038999934],[29.629384805864106,-0.442400817643602],[29.710052524804155,-0.43232472080922],[29.71087934710414,-0.490874118545719],[29.704781528144963,-0.549836927432239],[29.70881228955551,-0.582909844613653],[29.727209100119865,-0.609729913204944],[29.75098025923154,-0.614794202490486],[29.775784946218266,-0.61365732182793],[29.772891066369596,-0.643577975842902],[29.781986117964948,-0.670294691646689],[29.839531409147185,-0.758889786934105],[29.823430617229178,-0.840516859465481],[29.842654250093574,-0.862065932296957],[29.846478305929054,-0.884803561734998],[29.83314578644888,-0.903097018612527],[29.83025190570089,-0.923974297875532],[29.900118443111637,-1.044122002828203],[29.882548455746644,-1.046757501157742],[29.86973270020394,-1.063965752417573],[29.84720177634091,-1.050168144943939],[29.826014438715333,-1.028257337805883],[29.77185753759528,-1.025001722751313],[29.766896600197924,-1.054508965616265],[29.7560445494164,-1.062828870855697],[29.754597608592746,-1.075644625499081],[29.708088820042974,-1.055542493491316],[29.684007602568784,-1.056007581484721],[29.669228143164275,-1.050116468999875],[29.657755974758402,-1.043398532416347],[29.61631147639349,-1.027017103456558],[29.604012484788313,-1.026086927469748],[29.59512413876797,-1.021022638184206],[29.590369906945625,-1.009550469778389],[29.579931268213443,-1.002780857250798],[29.55151757200008,-0.990305308999964]]]}"
Kapchorwa,UG-206,"{""type"":""Polygon"",""coordinates"":[[[34.5600649320001,1.093149310000101],[34.54035119700012,1.089391988000074],[34.524021444000084,1.098642069000093],[34.507484984944085,1.102517801955003],[34.524228956700995,1.162254950505542],[34.52443566317527,1.196464749248776],[34.4984940937274,1.221734524228907],[34.431108025914625,1.258786525977371],[34.3284786305843,1.299972641923887],[34.30904829304427,1.321263333236232],[34.3139058767548,1.351261500717669],[34.329408806571166,1.377900702155671],[34.35493696486901,1.404204005910117],[34.38594282360242,1.424280300395537],[34.43317508256399,1.445622666752683],[34.46816808738731,1.41390990851545],[34.53184309558236,1.396543997107756],[34.56657491839775,1.37338944916371],[34.569469237115584,1.332868988912708],[34.54631468827222,1.274982618153274],[34.54841352696269,1.200392156972441],[34.54603641105149,1.149645901437168],[34.55730187388235,1.099313056152596],[34.55998904815601,1.093318589980925],[34.5600649320001,1.093149310000101]]]}"
Kasese,UG-406,"{""type"":""Polygon"",""coordinates"":[[[29.787204630000133,0.158492737000046],[29.79712650600004,0.164797261000061],[29.80064050200008,0.172445374000034],[29.832628214920135,0.336983133864521],[29.953347948948647,0.343953234953801],[30.059315071932986,0.367501484505908],[30.137809237406373,0.343953234953801],[30.165282194917324,0.296856735849644],[30.216303402879703,0.300781444707923],[30.24377636039071,0.281157903114718],[30.268709942709677,0.263489317677852],[30.23592694357359,0.132018988985124],[30.206559685581,-0.079271335203941],[30.184132113606154,-0.075550632155966],[30.13276574134585,-0.075498956211845],[30.004369156011705,-0.174108255191811],[29.9433199397634,-0.174717705957391],[29.835606701188283,-0.158409422456884],[29.761037244573174,-0.154484714497983],[29.68126198633185,-0.137897150061764],[29.694032023000148,-0.063095804999961],[29.709018188000073,-0.026302184999878],[29.71434086100004,-0.00749196299995],[29.713462362000087,0.011628316000042],[29.701628458000073,0.055243226000087],[29.703075399000113,0.072503154000074],[29.711808715000075,0.099581604000136],[29.75578535900013,0.160869853000094],[29.76126306200007,0.172135315000048],[29.773045288000105,0.16748443600008],[29.780383342000107,0.161179911000076],[29.787204630000133,0.158492737000046]]]}"
Katakwi,UG-207,"{""type"":""Polygon"",""coordinates"":[[[33.809027133895086,1.708319810211037],[33.846647577323836,1.735139878802329],[33.869901970699345,1.771313381407424],[33.868558383562515,1.810664984701248],[33.85171186660932,1.845443223326072],[33.863907505426994,1.871023057568038],[33.89698042170909,1.89668040617579],[33.89791059679658,1.916498318242759],[33.89222618988674,1.93737559750582],[33.89667036334657,1.982566637340426],[33.88912560356374,1.997759507894955],[33.889745721188035,2.014295966485633],[33.89512006973541,2.024553738064526],[33.90163130074393,2.034268907284229],[33.89956424319524,2.044785061281516],[33.89263960103676,2.05512034722625],[33.89088260274991,2.073956407362289],[33.89698042170909,2.091087144256278],[33.907109002078755,2.112713731453539],[33.90566206215442,2.135813096996799],[33.89584354014721,2.179557196007806],[33.884578078215725,2.192760525178073],[33.87848025925655,2.209477850922099],[33.886645134865034,2.25787282986721],[33.90566206215442,2.304304104051141],[34.16528445771155,2.142376003050117],[34.20290490114024,2.111370144316709],[34.21189659994809,2.062406723691311],[34.211844931198584,1.954637704666311],[34.21168989437308,1.631270250021998],[34.042191196066824,1.642329006378532],[33.99464887874274,1.635791937847671],[33.94483279829501,1.623286241566802],[33.89584354014721,1.638453273699611],[33.85656945211849,1.664058946363298],[33.810577426606926,1.668270574927078],[33.80540978363456,1.685659695138781],[33.809027133895086,1.708319810211037]]]}"
Kayunga,UG-112,"{""type"":""Polygon"",""coordinates"":[[[32.780252719987004,1.081226304850077],[32.79337853389222,1.182718817719262],[32.778495720800834,1.283591212964097],[32.776428664151524,1.305191961739638],[32.777358840138334,1.317439277400695],[32.776221957677194,1.330926824713174],[32.77270796110349,1.341727200449952],[32.766196730094975,1.346145535488063],[32.75668826734966,1.349401150542633],[32.74893680199182,1.363999741894588],[32.7381881039978,1.367255356949158],[32.71989464712027,1.377797349368166],[32.6907491385619,1.387925929737833],[32.687958612399996,1.470530707426178],[32.81136193240724,1.47520742398342],[32.8309989764216,1.401387641326551],[32.85116621215093,1.358181057210004],[32.89311404757524,1.311393134385639],[32.89869510259689,1.290929267171919],[32.921949496871775,1.263282375381323],[32.93114790215395,1.230881251768324],[32.96132693858732,1.181685288944891],[32.96535769999781,1.163805243217382],[32.96535769999781,1.141170966566847],[32.9609135274373,1.121637275339992],[32.93931277776244,1.104222316706569],[32.93610883955131,1.082673244774412],[32.95440229732816,0.95007151948505],[32.96649458155969,0.911417548181305],[33.014243605358104,0.837003486321805],[33.03357059100995,0.798297838174676],[33.04617964007832,0.75576813419201],[33.05072716632566,0.708070787237034],[33.04897016803881,0.663163967343223],[33.05062381443747,0.641976629717703],[33.084833612281386,0.561568100787213],[33.09857954291158,0.544204819896493],[33.044767027276464,0.571517671103607],[33.0316413617594,0.586999225833608],[32.98178807276133,0.645800539862989],[32.95110601852792,0.670023214399805],[32.89781613400737,0.692631044686948],[32.85859419136881,0.723418687422452],[32.82242068876377,0.782433173152413],[32.79265506437969,0.845271714717853],[32.77632531136402,0.962680569452687],[32.780252719987004,1.081226304850077]]]}"
Kibale,UG-407,"{""type"":""Polygon"",""coordinates"":[[[31.43811241965244,0.861498114046697],[31.424263137134062,0.836796779847475],[31.424676548284083,0.818038234976541],[31.41186079274138,0.806411037839098],[31.40204227073417,0.79163157843459],[31.39181033667768,0.737836412520437],[31.364318475417292,0.698820706010736],[31.318533156380056,0.717372545306716],[31.27481489399213,0.707709052031134],[31.21435346923721,0.622391262546728],[31.197817009747155,0.633036606853921],[31.179213495406486,0.631537990985464],[31.156579216957255,0.643681952060433],[31.129397414059383,0.647247626376839],[31.084736627093662,0.66857609011447],[31.036628596632397,0.680603097954588],[30.991956853226156,0.687475673863275],[30.937264439102535,0.697838853180542],[30.920107862887562,0.71298004779095],[30.9077055193942,0.735459295709916],[30.857889438946415,0.801760158804257],[30.81892540928021,0.835659898285655],[30.771899854994274,0.845375068404678],[30.727354771205682,0.867027493124283],[30.6324768412332,0.890385240186674],[30.545350375719238,0.929504299483824],[30.527160271629214,0.985934962828253],[30.541836379145536,1.049238593286418],[30.548140902780403,1.074198309904091],[30.5930753957129,1.042551306497614],[30.67549426914519,1.054325431273639],[30.743064405697737,1.081949775261933],[30.76952273908313,1.11099193013348],[30.805076124963193,1.124066067195258],[30.87172968237894,1.105346638336698],[30.967340121849134,1.139879055374081],[31.0137455576114,1.145821844702368],[31.05239952981441,1.166957506383824],[31.071416457103794,1.163391832067362],[31.097461379339165,1.161273098574611],[31.11988895041469,1.19289907493237],[31.146760694950103,1.194656073219221],[31.17425255710981,1.19212392857645],[31.194406365961015,1.200960597753351],[31.20990929487806,1.219512437049332],[31.247633091094258,1.220132555572945],[31.290524530282823,1.21351797087766],[31.319256625892535,1.192175605419834],[31.35015913273776,1.174864000473235],[31.37992475802116,1.166802475853558],[31.407416620180868,1.155537013922071],[31.448344353708933,1.095075588267775],[31.50343143081585,1.047584946887753],[31.52131147564404,1.027379462092483],[31.51903771341972,1.000869451863707],[31.50880578026255,0.985624905365057],[31.49299279118435,0.978183499269051],[31.476663039068,0.975134588890171],[31.468188104197623,0.961750393465877],[31.442970005161612,0.945368964506088],[31.427260369770238,0.926197008485133],[31.438215773339266,0.893847560816255],[31.43811241965244,0.861498114046697]]]}"
Kiboga,UG-103,"{""type"":""Polygon"",""coordinates"":[[[32.18369998536599,0.702438056271262],[32.13950422074316,0.682812849133654],[32.09109581941652,0.649676418232104],[32.07187218565281,0.635775457971022],[32.03134258828982,0.63442475090153],[31.97864790207899,0.642493394554492],[31.95342980304298,0.648487860726163],[31.9418542818496,0.656807765965596],[31.928211704006912,0.663474025705739],[31.919220005199065,0.674016018124746],[31.91735965322539,0.687813624699004],[31.835492548941943,0.803299380861745],[31.796136702646663,0.818657759947655],[31.741349573723824,0.81898987688129],[31.674664965415786,0.866061364940037],[31.71781382924479,0.920978100558898],[31.757040068844105,0.956281716827732],[31.80018893267311,0.979817460407446],[31.831569924712255,1.007275828216905],[31.843337796502112,1.054347316275596],[31.87471878854126,1.085728307415422],[31.95298948327803,1.10392457815675],[31.99952518134205,1.020971583871471],[32.001488885203855,1.002678126993942],[32.000558709217046,0.981697495842752],[32.0432434428306,0.909557196207629],[32.1073601530486,0.865656804917592],[32.16644005726283,0.8546251487316],[32.21920226547218,0.808052634221667],[32.22204862424462,0.759664535090224],[32.21066319005416,0.731200948265155],[32.18369998536599,0.702438056271262]]]}"
Kibuku,UG-227,"{""type"":""Polygon"",""coordinates"":[[[33.84365034378834,0.938961086285076],[33.79063032423005,0.948831285135668],[33.742881301330954,0.936118883279846],[33.706914504300926,0.970018621861925],[33.69544233589505,0.988828844475563],[33.69564904057074,1.037094631312186],[33.68024946534052,1.053217677853524],[33.63291385269213,1.087634182171769],[33.70985662648212,1.086851912285908],[33.77932027121352,1.11290077894779],[33.85457255427991,1.147632601763178],[33.90377596888584,1.167892831888651],[33.89798733234949,1.138949645609671],[33.886410058377464,1.121583734201977],[33.89509301363165,1.101323504975767],[33.91535324375718,1.089746230104424],[33.90088165106732,1.069486000878214],[33.866149828251935,1.05212008947052],[33.84878391684424,1.028965540627212],[33.84365034378834,0.938961086285076]]]}"
Kiryandongo,UG-420,"{""type"":""Polygon"",""coordinates"":[[[32.34679080635061,2.07266449616958],[32.35133833169863,2.050236925093998],[32.351855095636154,2.031375027435558],[32.34792768701311,2.019282742304711],[32.33428510917042,1.992746894553534],[32.33139122932175,1.979569402905611],[32.33418175638292,1.967451280252362],[32.341623163378244,1.962490342855006],[32.35247521326045,1.96008738942146],[32.36549767437816,1.95566905438335],[32.35154503817296,1.940915432501185],[32.34637739430127,1.933939114398584],[32.34441369043947,1.925257473053932],[32.344517043226915,1.903139960340866],[32.342656691253296,1.894509995839599],[32.337592401068434,1.887998764831138],[32.34151980969142,1.867896632823317],[32.32250288330141,1.856579494947709],[32.296561313853545,1.849835719942519],[32.27950809132534,1.843324489833321],[32.27578738827731,1.833376777516264],[32.27444380114048,1.820586860395281],[32.27051639161817,1.809476427195364],[32.25904422411162,1.804825548160522],[32.24881229005513,1.801957505834196],[32.24095747190978,1.796608994809276],[32.23279259630124,1.793818467748054],[32.22152713436975,1.798624376413841],[32.20912478997707,1.788004868729672],[32.162822707002306,1.778212185144241],[32.152590772945814,1.767282619996877],[32.14628624931095,1.757980861927251],[32.11548709525323,1.729093735787274],[32.104221633321686,1.715451157944585],[32.1117663922052,1.697131863544655],[32.101534458148706,1.665635077496802],[32.06755182275839,1.685863013866992],[32.02435708001519,1.681063598306423],[32.02435708001519,1.642668271123796],[31.99076116929251,1.637868855563227],[31.971563506150858,1.666665350725339],[31.933168179867607,1.676264181846477],[31.90437168470544,1.690662429427562],[31.90437168470544,1.729057756610189],[31.88997343712441,1.767453082893439],[31.865976358422188,1.810647824737316],[31.865976358422188,1.858641983041082],[31.875575189543326,1.921034388925875],[31.875575189543326,1.964229131669072],[31.85637752640173,1.993025626831184],[31.837179863260076,2.021822121093976],[31.808383368097964,2.031420953114491],[31.769988041814656,2.03622036867506],[31.750790378673003,2.060217448276603],[31.745990963112433,2.175403428025788],[31.755405714701965,2.298283800357069],[31.787755160572203,2.334276434909555],[31.803154737601062,2.346058660778567],[31.82175825374037,2.352440701477178],[31.862375928905976,2.35941701957978],[31.878912388395975,2.367168484038302],[31.8890409687657,2.36189748827843],[31.898549432410334,2.36112234102319],[31.908574659992553,2.361432400285025],[31.91984012192404,2.359727077942296],[31.930588819918057,2.353913478923914],[31.954876742967315,2.33667938924242],[31.976064080592835,2.327300115907633],[32.01606163903341,2.291462510986094],[32.0262935730899,2.288181057509803],[32.056989374360114,2.284615383193341],[32.06732466030479,2.280274563420335],[32.0917159361415,2.266942043040842],[32.12344526528676,2.25745941781787],[32.15672488804313,2.231543686791724],[32.17987593042983,2.230613511704178],[32.191141392361374,2.236220404248229],[32.20716108611521,2.252033393326428],[32.214085728273744,2.2573043890863],[32.22380089659407,2.259242255425761],[32.25904422411162,2.2573043890863],[32.26007775198667,2.256839301092839],[32.27661421057735,2.249087835734997],[32.292117140393714,2.230303453341662],[32.31030724538306,2.195861111501074],[32.32053917764091,2.125891222202142],[32.32767052627372,2.109897365970653],[32.338729281730934,2.094084376892454],[32.34679080635061,2.07266449616958]]]}"
